timestamp,r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,ES_SENSOR_KB_SENT,ES_SENSOR_KB_RECV
1649670726,5,0,0,3230948,27936,562680,0,0,0,0,58410,143156,1,20,79,0,0,19.1299,1.22461
1649670740,4,0,0,3230556,27940,562680,0,0,0,0,58031,143165,3,23,74,0,0,15.5053,1.00547
1649670754,1,0,0,3230704,27944,562680,0,0,0,0,57555,142447,2,30,68,0,0,15.5053,0.979688
1649670768,4,0,0,3229960,27948,562680,0,0,0,0,56843,140913,5,24,72,0,0,15.5053,0.979688
1649670782,1,0,0,3230256,27952,562680,0,0,0,0,57589,142598,2,28,71,0,0,15.4924,0.979688
1649670796,3,0,0,3230752,27960,562696,0,0,0,0,57900,143380,3,22,75,0,0,18.9285,1.22461
1649670810,2,0,0,3229900,27968,562696,0,0,0,0,58167,143346,3,22,75,0,0,15.5053,1.00547
1649670824,2,0,0,3230004,27976,562700,0,0,0,0,58144,143426,2,28,70,0,0,19.1299,1.22461
1649670838,3,0,0,3230808,27980,562696,0,0,0,0,43109,127463,5,22,73,0,0,15.5053,0.992578
1649670852,1,0,0,3230280,27984,562696,0,0,0,0,43483,128378,1,26,73,0,0,14.6998,0.941016
1649670866,4,0,0,3230532,27992,562696,0,0,0,0,57873,143420,2,22,76,0,0,15.5053,0.992578
1649670880,5,0,0,3230312,28000,562696,0,0,0,0,57504,142546,2,19,80,0,0,15.5053,0.966797
1649670894,4,0,0,3230744,28004,562680,0,0,0,0,57557,142593,1,20,79,0,0,15.3039,0.966797
1649670908,2,0,0,3230068,28012,562700,0,0,0,0,56598,138058,5,21,74,0,0,19.1299,1.22461
1649670922,4,0,0,3230476,28020,562700,0,0,0,0,58017,143173,2,22,75,0,0,15.3039,0.953906
1649670936,5,0,0,3230696,28028,562700,0,0,0,0,57533,142571,2,19,79,0,0,15.7066,0.992578
1649670950,3,0,0,3230640,28036,562676,0,0,0,2,59734,146569,3,24,73,0,0,18.5258,1.19883
1649670964,3,0,0,3231176,28044,562676,0,0,0,0,57817,143281,2,22,76,0,0,15.3039,0.966797
1649670978,2,0,0,3230764,28052,562676,0,0,0,0,53478,136334,5,19,76,0,0,15.3039,0.979688
1649670992,1,0,0,3230556,28060,562676,0,0,0,2,57532,142513,3,22,75,0,0,15.3039,0.979688
1649671006,2,0,0,3230736,28068,562688,0,0,0,0,61064,150233,3,19,77,0,0,15.5053,1.00547
1649671020,3,0,0,3230608,28076,562696,0,0,0,0,57971,143197,2,22,76,0,0,19.1299,1.2375
1649671034,4,0,0,3230468,28084,562712,0,0,0,2,57626,142184,2,19,79,0,0,18.123,1.16016
1649671048,4,0,0,3230624,28092,562712,0,0,0,0,55911,139375,5,25,70,0,0,19.1299,1.22461
1649671062,2,0,0,3230876,28096,562712,0,0,0,0,55012,145497,1,15,84,0,0,15.5053,0.992578
1649671076,6,0,0,3230544,28100,562728,0,0,0,2,58089,142638,2,24,74,0,0,15.5053,0.992578
1649671090,5,0,0,3230308,28108,562728,0,0,0,0,57696,142316,2,22,76,0,0,14.6998,0.953906
1649671104,2,0,0,3230928,28116,562712,0,0,0,0,57746,142508,1,22,77,0,0,18.9285,1.22461
1649671118,3,0,0,3230976,28124,562712,0,0,0,2,61169,151958,5,14,81,0,0,15.7066,0.992578
1649671132,4,0,0,3229780,28128,562704,0,0,0,0,57908,143502,1,21,78,0,0,14.6998,0.941016
1649671146,2,0,0,3230640,28132,562696,0,0,0,0,57487,142453,3,27,70,0,0,15.5053,0.992578
1649671160,2,0,0,3230232,28136,562696,0,0,0,2,57728,142976,2,21,78,0,0,15.5053,1.00547
1649671174,3,0,0,3222460,28144,570888,0,0,0,0,60397,148012,3,16,81,0,0,18.9285,1.21172
1649671188,4,0,0,3221420,28148,570888,0,0,0,0,56533,139545,6,23,71,0,0,15.5053,0.992578
1649671202,2,0,0,3222216,28152,570888,0,0,0,2,58354,143457,2,18,81,0,0,18.9285,1.19883
1649671216,0,0,0,3221556,28156,570888,0,0,0,0,43245,126781,1,20,79,0,0,15.5053,0.992578
1649671230,2,0,0,3221956,28164,570888,0,0,0,0,59228,146585,2,18,79,0,0,14.9012,0.966797
1649671244,4,0,0,3221332,28172,570888,0,0,0,2,57987,143118,2,23,75,0,0,18.9285,1.18594
1649671258,2,0,0,3221560,28176,570888,0,0,0,0,55991,137933,4,25,71,0,0,19.1299,1.22461
1649671272,3,0,0,3222700,28184,570888,0,0,0,0,58486,143207,2,23,75,0,0,18.9285,1.21172
1649671286,2,0,0,3222740,28188,570888,0,0,0,2,59140,146183,2,18,81,0,0,15.5053,0.992578
1649671300,5,0,0,3222496,28196,570888,0,0,0,0,58598,144294,2,21,77,0,0,19.1299,1.22461
1649671314,1,0,0,3222748,28204,570888,0,0,0,0,58624,144364,1,28,71,0,0,15.3039,0.966797
1649671328,1,0,0,3221732,28208,570904,0,0,0,2,56848,140822,5,28,68,0,0,15.3039,0.979688
1649671342,4,0,0,3222504,28212,570912,0,0,0,0,54220,139446,1,20,79,0,0,15.5053,0.992578
